"","gene","tissue","prot","mrna"
"1261","ENSG00000108821","uterus",8.09819777601813e-08,0.000550399999711737
"1262","ENSG00000108828","uterus",0.000328360452894944,7.78000000018471e-05
"1263","ENSG00000108829","uterus",3.32206350328053e-05,3.13000000326879e-05
"1265","ENSG00000108861","uterus",4.06414944272808e-05,2.58000000021844e-05
"1266","ENSG00000108883","uterus",3.14783489940253e-06,2.67999999982235e-05
"1267","ENSG00000108946","uterus",3.41108537212857e-05,0.000141999999874753
"1268","ENSG00000108953","uterus",0.000897310641042058,0.000206300000012754
"1272","ENSG00000109062","uterus",7.0113264096834e-06,3.31000000170937e-05
"1274","ENSG00000109107","uterus",4.04286791797175e-05,9.09999999327196e-06
"1277","ENSG00000109133","uterus",8.10487589219937e-06,1.38999999918674e-05
"1287","ENSG00000109519","uterus",2.07225863502019e-06,1.29999999908153e-05
"1289","ENSG00000109606","uterus",2.38958182833562e-05,6.60000000696225e-05
"1290","ENSG00000109610","uterus",0.00115649437293822,2.95999999959829e-05
"1296","ENSG00000109814","uterus",2.82703975655748e-05,3.18999999957999e-05
"1298","ENSG00000109861","uterus",1.33101294713792e-05,4.46000000295617e-05
"1301","ENSG00000109971","uterus",0.000642911552967462,0.00027680000013721
"1305","ENSG00000110047","uterus",7.290915938277e-05,2.54000000222282e-05
"1307","ENSG00000110063","uterus",2.22915946883904e-05,8.3999999988031e-06
"1310","ENSG00000110107","uterus",1.99749576400871e-05,4.9400000008685e-05
"1311","ENSG00000110108","uterus",0.000159839633838908,7.27000000235968e-05
"1316","ENSG00000110344","uterus",2.03031913638188e-06,1.68000000106046e-05
"1319","ENSG00000110442","uterus",2.11048806245854e-05,1.28999999911113e-05
"1322","ENSG00000110619","uterus",5.27542340738096e-07,1.84999999828325e-05
"1323","ENSG00000110651","uterus",3.13785139460008e-05,0.000694600000040394
"1324","ENSG00000110700","uterus",2.76727094352698e-05,0.000281299999892997
"1325","ENSG00000110711","uterus",1.00022712975778e-05,4.18000000216524e-05
"1327","ENSG00000110717","uterus",1.00755046317189e-05,3.83999999675032e-05
"1330","ENSG00000110799","uterus",9.58049902465027e-06,1.94000000031168e-05
"1331","ENSG00000110801","uterus",5.06517562191945e-05,3.03000000347233e-05
"1334","ENSG00000110880","uterus",2.64025142687166e-05,7.03999999769633e-05
"1335","ENSG00000110917","uterus",2.55409782944728e-05,4.15000000275116e-05
"1336","ENSG00000110921","uterus",8.33293117827651e-06,5.70000000429846e-06
"1337","ENSG00000110955","uterus",0.000942833580047597,0.000190899999826958
"1338","ENSG00000110958","uterus",6.18213133352173e-05,0.000107000000077557
"1344","ENSG00000111144","uterus",8.34265211368308e-05,5.07999999667896e-05
"1346","ENSG00000111229","uterus",5.28351319057129e-05,7.08000000505748e-05
"1347","ENSG00000111237","uterus",4.31481881669631e-05,9.21999999886146e-05
"1349","ENSG00000111275","uterus",0.000432575625062287,4.24000000397614e-05
"1351","ENSG00000111300","uterus",2.10498267626978e-07,8.3999999988031e-06
"1357","ENSG00000111348","uterus",6.97536371714152e-05,5.54000000346424e-05
"1358","ENSG00000111361","uterus",1.33100152172227e-05,2.88000000159665e-05
"1361","ENSG00000111481","uterus",3.66656507201458e-05,7.75000000880991e-05
"1362","ENSG00000111530","uterus",8.20627593549231e-05,3.64999999616359e-05
"1363","ENSG00000111540","uterus",9.09173839760002e-05,6.00999999996209e-05
"1364","ENSG00000111581","uterus",9.05642187414775e-07,2.58999999951544e-05
"1366","ENSG00000111640","uterus",0.00684389180236364,0.000366400000003532
"1368","ENSG00000111652","uterus",1.44644328618709e-05,3.50999999623518e-05
"1370","ENSG00000111667","uterus",6.13835461256573e-05,2.65000000038559e-05
"1371","ENSG00000111669","uterus",0.00325427284290569,8.67999999647255e-05
"1378","ENSG00000111716","uterus",0.00133717006945748,0.000223599999889622
"1382","ENSG00000111737","uterus",1.42991594827073e-05,2.00000000154742e-05
"1389","ENSG00000111906","uterus",9.54562930578368e-06,1.8100000005452e-05
"1394","ENSG00000112081","uterus",1.8974901844232e-05,0.000102800000080656
"1395","ENSG00000112096","uterus",0.000263830864786845,0.00017989999985686
"1408","ENSG00000112304","uterus",2.1815363055705e-05,6.09999999984877e-06
"1411","ENSG00000112335","uterus",8.41909053991922e-05,0.000136099999936279
"1419","ENSG00000112667","uterus",5.41877306003312e-05,1.90000000020637e-05
"1429","ENSG00000112936","uterus",5.46075630649815e-06,7.31000000070929e-05
"1432","ENSG00000112992","uterus",1.33415523914975e-05,1.82000000006255e-05
"1433","ENSG00000113013","uterus",0.000128523124483962,5.92000000377696e-05
"1442","ENSG00000113282","uterus",2.1777900136531e-06,3.41000000005891e-05
"1444","ENSG00000113312","uterus",2.5450276968019e-07,3.15000000152606e-05
"1454","ENSG00000113522","uterus",1.75896933804327e-06,1.8100000005452e-05
"1455","ENSG00000113552","uterus",5.41244881125712e-05,2.91999999698504e-05
"1456","ENSG00000113558","uterus",1.53534567874914e-05,0.000207399999974679
"1461","ENSG00000113595","uterus",7.05689427551201e-06,9.09999999327196e-06
"1464","ENSG00000113643","uterus",6.35012129615103e-06,3.08000000354283e-05
"1469","ENSG00000113719","uterus",7.22000550992062e-05,6.3099999964529e-05
"1478","ENSG00000114021","uterus",5.34028653646602e-05,2.61999999807105e-05
"1486","ENSG00000114209","uterus",3.18205724272915e-05,3.0000000019365e-05
"1487","ENSG00000114302","uterus",3.6585842969029e-05,1e-05
"1490","ENSG00000114354","uterus",4.10484432236552e-05,5.59999999992005e-05
"1495","ENSG00000114480","uterus",2.4382474405203e-05,2.21999999769645e-05
"1498","ENSG00000114520","uterus",5.87282980307665e-07,1.58000000016581e-05
"1501","ENSG00000114573","uterus",1.66683948227149e-05,1.43999999968418e-05
"1505","ENSG00000114744","uterus",7.42557399259057e-06,2.1200000003478e-05
"1506","ENSG00000114779","uterus",0.000406482428901433,3.05999999660683e-05
"1509","ENSG00000114867","uterus",7.91572272198258e-07,6.09999999984877e-05
"1511","ENSG00000114942","uterus",7.77703336199671e-05,6.50000000534531e-05
"1515","ENSG00000115042","uterus",5.38217854898779e-05,1.53000000064259e-05
"1516","ENSG00000115053","uterus",6.74098543848236e-06,0.000226900000060116
"1517","ENSG00000115073","uterus",2.23798683265882e-05,3.64999999616359e-05
"1518","ENSG00000115091","uterus",8.05544613565242e-05,7.77000000356186e-05
"1520","ENSG00000115129","uterus",4.66999882182781e-05,2.24999999942305e-05
"1522","ENSG00000115159","uterus",1.65251497983901e-05,8.29999999281268e-06
"1528","ENSG00000115233","uterus",1.26825596612286e-05,2.78000000052441e-05
"1530","ENSG00000115241","uterus",5.60416997492526e-07,3.41999999955795e-05
"1537","ENSG00000115306","uterus",0.000111070311279772,6.72999999652916e-05
"1539","ENSG00000115310","uterus",9.79823855733548e-05,0.000128899999895109
"1546","ENSG00000115365","uterus",2.67971824388865e-05,2.74000000113319e-05
"1548","ENSG00000115414","uterus",2.47587279039246e-06,0.000128799999992944
"1550","ENSG00000115419","uterus",2.13405515183304e-06,3.22999999753747e-05
"1554","ENSG00000115484","uterus",3.318714898586e-05,8.31000000413093e-05
"1559","ENSG00000115524","uterus",7.60560177048474e-07,0.000216500000154845
"1563","ENSG00000115561","uterus",1.08086189157542e-05,7.59000000182665e-05
"1565","ENSG00000115641","uterus",1.32087636733069e-06,8.5900000033379e-05
"1567","ENSG00000115677","uterus",2.19635956122984e-07,0.00012930000003561
"1568","ENSG00000115685","uterus",3.44336915637596e-05,4.26999999975396e-05
"1569","ENSG00000115756","uterus",1.65844847377952e-05,4.59000000489062e-05
"1577","ENSG00000115866","uterus",3.78109192539905e-05,4.51000000126734e-05
"1578","ENSG00000115875","uterus",2.06566800116267e-06,9.38999999424634e-05
"1587","ENSG00000116005","uterus",0.000228299853077571,4.38999999755255e-05
"1588","ENSG00000116030","uterus",1.34046496638964e-05,4.19999999615196e-05
"1590","ENSG00000116096","uterus",4.901152185677e-05,8.50000000559185e-06
"1591","ENSG00000116120","uterus",1.0819507492639e-05,2.1200000003478e-05
"1594","ENSG00000116161","uterus",4.98147938036155e-05,2.01999999792265e-05
"1595","ENSG00000116171","uterus",2.58795199999329e-05,0.000109700000107425
"1599","ENSG00000116288","uterus",0.000996137028421505,0.000162300000064939
"1601","ENSG00000116337","uterus",1.26259472048124e-06,2.54999999745199e-05
"1605","ENSG00000116459","uterus",7.51214940867424e-05,7.97999999355548e-05
"1608","ENSG00000116489","uterus",8.44865888878499e-05,3.88000000362536e-05
"1609","ENSG00000116560","uterus",9.98586034421975e-05,0.00018140000011525
"1612","ENSG00000116649","uterus",1.18347853378505e-05,3.0000000019365e-05
"1618","ENSG00000116747","uterus",2.76334951508469e-05,1.44999999921548e-05
"1619","ENSG00000116750","uterus",5.62206794590217e-06,1.3399999988744e-05
"1624","ENSG00000116791","uterus",0.000323332259355561,3.8200000007766e-05
"1625","ENSG00000116863","uterus",1.43150903359843e-05,1.55999999872676e-05
"1627","ENSG00000116903","uterus",1.62417408240944e-06,4.79999999584886e-06
"1629","ENSG00000116918","uterus",3.54665052774105e-05,2.48000000099238e-05
"1632","ENSG00000116962","uterus",1.88463327181651e-06,6.43999999466447e-05
"1636","ENSG00000117054","uterus",1.7973640256036e-05,3.15000000152606e-05
"1639","ENSG00000117118","uterus",3.70586607116148e-05,4.13000000326752e-05
"1646","ENSG00000117305","uterus",4.70440552120717e-05,2.04999999973682e-05
"1647","ENSG00000117308","uterus",4.19270334542399e-07,1.17000000068385e-05
"1652","ENSG00000117448","uterus",0.000603461814120279,6.70000000461545e-05
"1653","ENSG00000117450","uterus",0.00356753723814965,0.000180600000009362
"1656","ENSG00000117519","uterus",1.99967042746437e-05,0.000203500000205593
"1660","ENSG00000117592","uterus",0.00157122265336054,0.000116899999956437
"1669","ENSG00000117691","uterus",2.80209115345081e-05,3.22999999753747e-05
"1672","ENSG00000117758","uterus",2.54006650129033e-05,3.11999999986751e-05
"1674","ENSG00000117862","uterus",3.4480501120982e-05,2.39000000028541e-05
"1675","ENSG00000117868","uterus",1.44111521037273e-06,3.44000000339386e-05
"1679","ENSG00000117984","uterus",0.000995705841481834,0.000136899999957763
"1682","ENSG00000118181","uterus",4.38882273499412e-05,0.000382100000274144
"1685","ENSG00000118363","uterus",3.11066884837298e-05,7.96000000480815e-05
"1688","ENSG00000118705","uterus",1.15736552850994e-05,9.83000000379951e-05
"1693","ENSG00000118939","uterus",5.78661375453373e-05,1.43999999968418e-05
"1694","ENSG00000118960","uterus",2.22439365193813e-06,1.38999999918674e-05
"1705","ENSG00000119318","uterus",3.59273831034683e-05,6.0599999976797e-05
"1708","ENSG00000119335","uterus",0.000177616607203844,6.3099999964529e-05
"1709","ENSG00000119383","uterus",7.3583744286448e-05,6.29999999342022e-05
"1710","ENSG00000119396","uterus",0.000146180395984753,3.6100000007842e-05
"1714","ENSG00000119414","uterus",6.19897681449571e-06,2.42000000010904e-05
"1716","ENSG00000119431","uterus",5.07635563591826e-05,1.17000000068385e-05
"1717","ENSG00000119471","uterus",1.94732418656565e-05,2.45999999941442e-05
"1719","ENSG00000119537","uterus",1.06157885629114e-05,2.43999999809691e-05
"1720","ENSG00000119541","uterus",8.27045955197167e-06,2.52999999897577e-05
"1724","ENSG00000119655","uterus",7.95784934520166e-05,0.000154200000101214
"1731","ENSG00000119711","uterus",8.17346890987976e-05,1.36999999950661e-05
"1733","ENSG00000119723","uterus",4.77189118772839e-07,1.70999999845593e-05
"1735","ENSG00000119787","uterus",5.64952008536566e-06,3.73999999827353e-05
"1739","ENSG00000119865","uterus",2.02393479616116e-05,2.34999999852962e-05
"1741","ENSG00000119912","uterus",8.18496751317449e-07,1.03999999928451e-05
"1747","ENSG00000120053","uterus",5.161490329631e-05,1.25999999965892e-05
"1748","ENSG00000120063","uterus",3.02177575955072e-05,2.18000000198474e-05
"1751","ENSG00000120265","uterus",0.000188156250915344,4.01000000350699e-05
"1754","ENSG00000120437","uterus",2.11492424068005e-05,8.70000000764002e-06
"1755","ENSG00000120438","uterus",1.27677858857224e-05,8.98000000687922e-05
"1760","ENSG00000120594","uterus",5.55212143038025e-06,2.69999999901158e-05
"1762","ENSG00000120694","uterus",2.65468404094781e-07,3.37999999783908e-05
"1764","ENSG00000120705","uterus",8.88473287490053e-06,3.65999999667612e-05
"1765","ENSG00000120708","uterus",8.84407471796161e-05,7.92999999420071e-05
"1768","ENSG00000120802","uterus",2.06253059750658e-06,3.4299999996622e-05
"1769","ENSG00000120805","uterus",4.62496282209908e-05,5.23000000159835e-05
"1772","ENSG00000120885","uterus",0.000316149102315148,0.000829599999272234
"1778","ENSG00000120948","uterus",2.05905626903726e-05,9.78000000478307e-05
"1779","ENSG00000120992","uterus",1.41458397531129e-05,2.01999999792265e-05
"1780","ENSG00000121022","uterus",2.67216880058024e-05,3.78000000141675e-05
"1782","ENSG00000121060","uterus",3.20808867395314e-06,2.08000000017835e-05
"1783","ENSG00000121064","uterus",9.75771942086813e-05,4.92999999685295e-05
"1788","ENSG00000121410","uterus",0.000156825900878736,4.19999999615196e-06
"1790","ENSG00000121579","uterus",2.69370292583537e-06,3.9600000006792e-05
"1791","ENSG00000121691","uterus",0.000477094381366108,5.82000000469186e-05
"1794","ENSG00000121774","uterus",2.25236186167577e-05,9.02000000951356e-05
"1806","ENSG00000122218","uterus",1.10665160188509e-05,5.43000000514066e-05
"1807","ENSG00000122359","uterus",6.50088524725759e-05,4.98000000275529e-05
"1808","ENSG00000122378","uterus",2.62713864553519e-05,6.01999999642615e-05
"1811","ENSG00000122566","uterus",0.00056597804801563,0.000452900000330625
"1812","ENSG00000122642","uterus",4.46470175461133e-06,5.60999999669104e-05
"1815","ENSG00000122694","uterus",6.25662591220637e-05,3.71000000328851e-05
"1816","ENSG00000122705","uterus",2.56541621253035e-05,8.72000000135395e-05
"1818","ENSG00000122729","uterus",7.82791095905704e-05,1.60000000126762e-05
"1819","ENSG00000122786","uterus",3.01125526954135e-05,0.000398899999715412
"1822","ENSG00000122958","uterus",2.40286165513566e-05,3.44999999941792e-05
"1823","ENSG00000122971","uterus",3.49259442151615e-05,4.89999999967829e-06
"1829","ENSG00000123130","uterus",1.28691752186219e-05,2.7500000010748e-05
"1830","ENSG00000123131","uterus",0.000107014419500743,5.56000000535066e-05
"1837","ENSG00000123213","uterus",2.81727731306684e-06,7.89999999471675e-06
"1840","ENSG00000123297","uterus",6.99015472771172e-07,1.5400000005799e-05
"1842","ENSG00000123349","uterus",1.64704586856069e-05,0.000405099999828753
"1844","ENSG00000123384","uterus",4.5913030244376e-06,3.88000000362536e-05
"1858","ENSG00000123983","uterus",1.87351894054647e-06,2.10999999855367e-05
"1863","ENSG00000124164","uterus",1.20252642338068e-05,1.43999999968418e-05
"1867","ENSG00000124207","uterus",2.27377475845325e-05,2.83000000309987e-05
"1868","ENSG00000124209","uterus",9.26646784371152e-06,6.29999999342021e-06
"1874","ENSG00000124299","uterus",4.93395759935231e-05,4.11000000117283e-05
"1877","ENSG00000124357","uterus",0.000107036478655046,5.18000000303871e-05
"1879","ENSG00000124486","uterus",3.26358863433086e-07,1.90000000020637e-05
"1880","ENSG00000124491","uterus",3.04148396386459e-05,2.43000000224756e-05
"1884","ENSG00000124570","uterus",0.000187075218869428,6.40000000023745e-05
"1887","ENSG00000124596","uterus",3.88881566944883e-06,1.9200000013106e-05
"1888","ENSG00000124608","uterus",5.55908088374055e-07,6.19999999288691e-06
"1893","ENSG00000124767","uterus",0.000300698133952319,5.47999999388815e-05
"1894","ENSG00000124783","uterus",3.6807320261029e-05,7.21000000465794e-05
"1897","ENSG00000124802","uterus",1.37475631085901e-05,1.6699999994325e-05
"1899","ENSG00000124942","uterus",7.73312837836598e-05,0.00010550000008898
"1902","ENSG00000125166","uterus",0.000219564405400149,2.84999999994415e-05
"1903","ENSG00000125246","uterus",1.66647926743692e-06,5.99999999469977e-06
"1913","ENSG00000125458","uterus",3.95623779896888e-05,2.21000000160238e-05
"1917","ENSG00000125633","uterus",2.52875925933724e-06,1.18999999892444e-05
"1922","ENSG00000125730","uterus",0.000454929209146394,4.40999999524938e-05
"1928","ENSG00000125753","uterus",7.35244517861931e-06,4.38999999755255e-05
"1933","ENSG00000125818","uterus",2.05547917924755e-05,4.62000000472191e-05
"1934","ENSG00000125821","uterus",9.31117576915262e-06,2.05999999824898e-05
"1938","ENSG00000125844","uterus",3.9980154400537e-05,4.32999999647688e-05
"1939","ENSG00000125868","uterus",0.000193060152541141,0.000429899999884177
"1942","ENSG00000125912","uterus",3.44569620839409e-06,1.29999999908153e-05
"1945","ENSG00000125970","uterus",6.55816928720922e-06,8.0800000041938e-05
"1951","ENSG00000126067","uterus",8.67527193365365e-05,2.39000000028541e-05
"1953","ENSG00000126088","uterus",3.22747981631282e-05,5.49999999374079e-05
"1959","ENSG00000126247","uterus",0.000167316096925185,0.000177599999819011
"1964","ENSG00000126432","uterus",0.00137296863487094,0.000105299999955027
"1966","ENSG00000126457","uterus",4.70126753191863e-05,9.64999999236095e-05
"1967","ENSG00000126458","uterus",0.000155260172733993,5.44000000378062e-05
"1969","ENSG00000126524","uterus",3.45715481390194e-05,7.10000000459266e-05
"1971","ENSG00000126602","uterus",3.87998540544753e-06,4.67999999920123e-05
"1972","ENSG00000126698","uterus",2.47933800146682e-05,5.3099999990039e-05
"1975","ENSG00000126777","uterus",1.61857759716235e-05,6.51000000647273e-05
"1977","ENSG00000126803","uterus",2.41462165951636e-06,1.3399999988744e-05
